NVSCode,TaxonID,SpeciesName,Family,Genus,Species,BioStatus,PlantType,Palatibility,GrowthForm,PreferredTaxonID,PreferredCode,PreferredName,VernacularNames
NERDIC,2254,Nertera dichondrifolia,Rubiaceae,Nertera,dichondrifolia,Indigenous Endemic,Vascular,Unclassified,SubShrub,2254,NERDIC,Nertera dichondrifolia,
NERSCA,2255,Nertera scapanioides,Rubiaceae,Nertera,scapanioides,Indigenous Endemic,Vascular,Unclassified,SubShrub,2255,NERSCA,Nertera scapanioides,
NERSET,2256,Nertera setulosa,Rubiaceae,Nertera,setulosa,Indigenous Endemic,Vascular,Unclassified,SubShrub,6163,LEPSTL,Leptostigma setulosum,Nertera; 
NERTER,2257,Nertera species,Rubiaceae,Nertera,,Indigenous Non-Endemic,Vascular,Unclassified,SubShrub,2257,NERTER,Nertera species,
NERVIL,2258,Nertera villosa,Rubiaceae,Nertera,villosa,Indigenous Endemic,Vascular,Unclassified,SubShrub,2258,NERVIL,Nertera villosa,
NESAPE,2260,Nestegis apetala,Oleaceae,Nestegis,apetala,Indigenous Non-Endemic,Vascular,Unclassified,Tree,2260,NESAPE,Nestegis apetala,Coastal maire; Maire; 
NESCUN,2261,Nestegis cunninghamii,Oleaceae,Nestegis,cunninghamii,Indigenous Endemic,Vascular,Avoided,Tree,2261,NESCUN,Nestegis cunninghamii,black maire; Maire; Maire raunui; Pau; 
NESLAN,2262,Nestegis lanceolata,Oleaceae,Nestegis,lanceolata,Indigenous Endemic,Vascular,Avoided,Tree,2262,NESLAN,Nestegis lanceolata,Maire; Maire raunui; Maire rauriki; white maire; 
NESMON,2263,Nestegis montana,Oleaceae,Nestegis,montana,Indigenous Endemic,Vascular,Unclassified,Tree,2263,NESMON,Nestegis montana,Maire kōtae; Maire rauriki; Maire roro; Maire rōroro; narrow-leaved maire; Rōroro; 
NESPAN,2259,Neslia paniculata,Cruciferae,Neslia,paniculata,Exotic,Vascular,Unclassified,Forb,2259,NESPAN,Neslia paniculata,
NESTEG,2264,Nestegis species,Oleaceae,Nestegis,,Indigenous Non-Endemic,Vascular,Unclassified,Tree,2264,NESTEG,Nestegis species,Mairangi; Maire; Pūwhakahara; 
NEUACR,4638,Neuropogon acromelanus,Parmeliaceae,Neuropogon,acromelanus,Indigenous Non-Endemic,Non vascular,Unclassified,NonVascular,6983,USNACR,Usnea acromelana,
NEUCIL,2265,Neuropogon ciliatus,Parmeliaceae,Neuropogon,ciliatus,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,7117,USNCTA,Usnea ciliata,
NEUROP,5018,Neuropogon species,Parmeliaceae,Neuropogon,,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,1693,USNEA,Usnea species,
NEUSUB,4639,Neuropogon subcapillaris,Parmeliaceae,Neuropogon,subcapillaris,Indigenous Non-Endemic,Non vascular,Unclassified,NonVascular,6985,USNSUB,Usnea subcapillaris,
NICOTI,2266,Nicotiana species,Solanaceae,Nicotiana,,Exotic,Vascular,Unclassified,Forb,2266,NICOTI,Nicotiana species,Tobacco; 
NIDCAN,3633,Nidula candida,Nidulariaceae,Nidula,candida,Unknown,Non Vascular,Unclassified,NonVascular,3633,NIDCAN,Nidula candida,
NITAFC,7427,Nitella aff. cristata,,,,Unknown,Non Vascular,Unclassified,NonVascular,7427,NITAFC,Nitella aff. cristata,
NITELL,7672,Nitella species,Characeae,Nitella,,Indigenous Non-Endemic,Vascular,Unclassified,Unknown,7672,NITELL,Nitella species,
NITHOO,3398,Nitella hookeri,Characeae,Nitella,hookeri,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,3398,NITHOO,Nitella hookeri,
NITLEP,7671,Nitella leptostachys,Characeae,Nitella,leptostachys,Unknown,Vascular,Unclassified,Unknown,7671,NITLEP,Nitella leptostachys,
NITPSE,6765,Nitella pseudoflabellata,Characeae,Nitella,pseudoflabellata,Unknown,Non Vascular,Unclassified,NonVascular,6765,NITPSE,Nitella pseudoflabellata,
NITPVM,6764,Nitella pseudoflabellata var. mucosa,Characeae,Nitella,pseudoflabellata,Unknown,Non Vascular,Unclassified,NonVascular,6764,NITPVM,Nitella pseudoflabellata var. mucosa,
NONWOO,5190,Non-woody species,,,,Unknown,Vascular,Unclassified,HerbaceousMixed,5190,NONWOO,Non-woody species,
NORPUL,4873,Normandina pulchella,Verrucariaceae,Normandina,pulchella,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,4873,NORPUL,Normandina pulchella,
NOSPEC,2267,No species on plot,,,,Unknown,Vascular,Unclassified,Unknown,2267,NOSPEC,No species on plot,
NOSTOC,3290,Nostoc species,Nostocaceae,Nostoc,,Unknown,Non Vascular,Unclassified,NonVascular,3290,NOSTOC,Nostoc species,
NOTANG,7382,Notogrammitis angustifolia,Polypodiaceae,Notogrammitis,angustifolia,Indigenous Non-Endemic,Vascular,Avoided,Fern,7382,NOTANG,Notogrammitis angustifolia,
NOTANT,7435,Nothofagus antarctica,Nothofagaceae,Nothofagus,antarctica,Exotic,Vascular,Unclassified,Tree,7435,NOTANT,Nothofagus antarctica,Antarctic beech; ñire; ñirre; 
NOTARB,6484,Nothopanax arboreus,Araliaceae,Nothopanax,arboreus,Indigenous Endemic,Vascular,Preferred,Tree,2568,PSEARB,Pseudopanax arboreus,
NOTASA,7383,Notogrammitis angustifolia subsp. angustifolia,Polypodiaceae,Notogrammitis,angustifolia,Indigenous Non-Endemic,Vascular,Avoided,Fern,7383,NOTASA,Notogrammitis angustifolia subsp. angustifolia,
NOTASN,7384,Notogrammitis angustifolia subsp. nothofageti,Polypodiaceae,Notogrammitis,angustifolia,Indigenous Non-Endemic,Vascular,Avoided,Fern,7384,NOTASN,Notogrammitis angustifolia subsp. nothofageti,
NOTAST,6254,Notoligotrichum australe,Polytrichaceae,Notoligotrichum,australe,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,6254,NOTAST,Notoligotrichum australe,
NOTAUS,2287,Notothlaspi australe,Cruciferae,Notothlaspi,australe,Indigenous Endemic,Vascular,Unclassified,Forb,2287,NOTAUS,Notothlaspi australe,
NOTBIL,7460,Notogrammitis billardierei,Polypodiaceae,Notogrammitis,billardierei,Indigenous Non-Endemic,Vascular,Avoided,Fern,7460,NOTBIL,Notogrammitis billardierei,
NOTBUC,3546,Notodanthonia buchananii,Gramineae,Notodanthonia,buchananii,Indigenous Endemic,Vascular,Unclassified,Graminoid,2781,RYTBUC,Rytidosperma buchananii,
NOTCAE,5245,Notodanthonia caespitosa,Gramineae,Notodanthonia,caespitosa,Exotic,Vascular,Unclassified,Graminoid,3698,RYTCAE,Rytidosperma caespitosum,
NOTCAR,2283,Notospartium carmichaeliae,Leguminosae,Notospartium,carmichaeliae,Indigenous Endemic,Vascular,Unclassified,Shrub,5321,CARCAR,Carmichaelia carmichaeliae,
NOTCIL,7385,Notogrammitis ciliata,Polypodiaceae,Notogrammitis,ciliata,Indigenous Endemic,Vascular,Avoided,Fern,7385,NOTCIL,Notogrammitis ciliata,
NOTCLA,5248,Notodanthonia clavata,Gramineae,Notodanthonia,clavata,Indigenous Endemic,Vascular,Unclassified,Graminoid,2782,RYTCLA,Rytidosperma clavatum,
NOTCLI,2272,Nothofagus solandri var. cliffortioides,Nothofagaceae,Nothofagus,solandri,Indigenous Endemic,Vascular,Avoided,Tree,7486,FUSCLI,Fuscospora cliffortioides,mountain beech; tawhai rauriki; 
NOTCRA,7386,Notogrammitis crassior,Polypodiaceae,Notogrammitis,crassior,Indigenous Non-Endemic,Vascular,Avoided,Fern,7386,NOTCRA,Notogrammitis crassior,
NOTCRI,7308,Notoligotrichum crispulum,Polytrichaceae,Notoligotrichum,crispulum,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,7308,NOTCRI,Notoligotrichum crispulum,
NOTCUN,8197,Notoparmelia cunninghamii,Parmeliaceae,Notoparmelia,cunninghamii,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,8197,NOTCUN,Notoparmelia cunninghamii,
NOTCXF,2273,Nothofagus solandri var. cliffortioides x fusca,Nothofagaceae,Nothofagus,solandri var. cliffortioides × fusca,Indigenous Endemic,Vascular,Unclassified,Tree,7721,FUSXBL,Fuscospora ×blairii,
NOTEDG,5338,Nothopanax edgerleyi,Araliaceae,Nothopanax,edgerleyi,Indigenous Endemic,Vascular,Preferred,Tree,2718,RAUEDG,Raukaua edgerleyi,
NOTERO,7964,Nothogymnomitrion erosum,Cephaloziellaceae,Nothogymnomitrion,erosum,Indigenous Non-Endemic,Non Vascular,Unclassified,Unknown,7964,NOTERO,Nothogymnomitrion erosum,
NOTERU,8198,Notoparmelia erumpens,Parmeliaceae,Notoparmelia,erumpens,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,8198,NOTERU,Notoparmelia erumpens,
NOTFUS,2268,Nothofagus fusca,Nothofagaceae,Nothofagus,fusca,Indigenous Endemic,Vascular,Avoided,Tree,7487,FUSFUS,Fuscospora fusca,Hutu; Hututawai; Raunui; red beech; Tawai; Tawhai; 
NOTFXS,4832,Nothofagus solandri x fusca,Nothofagaceae,Nothofagus,solandri × N. fusca,Indigenous Endemic,Vascular,Unclassified,Tree,7616,FUSXDU,Fuscospora ×dubia,
NOTFXT,3331,Nothofagus fusca x truncata,,,,Indigenous Endemic,Vascular,Unclassified,Tree,3331,NOTFXT,Nothofagus fusca x truncata,
NOTGIG,6394,Nothoceros giganteus,Dendrocerotaceae,Nothoceros,giganteus,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,6394,NOTGIG,Nothoceros giganteus,
NOTGIV,7387,Notogrammitis givenii,Polypodiaceae,Notogrammitis,givenii,Indigenous Endemic,Vascular,Avoided,Fern,7387,NOTGIV,Notogrammitis givenii,
NOTGLA,2284,Notospartium glabrescens,Leguminosae,Notospartium,glabrescens,Indigenous Endemic,Vascular,Unclassified,Tree,6234,CARGLA,Carmichaelia glabrescens,
NOTGRA,2276,Notodanthonia gracilis,Gramineae,Notodanthonia,gracilis,Indigenous Non-Endemic,Vascular,Unclassified,Graminoid,2784,RYTGRA,Rytidosperma gracile,
NOTHET,7388,Notogrammitis heterophylla,Polypodiaceae,Notogrammitis,heterophylla,Indigenous Non-Endemic,Vascular,Avoided,Fern,7388,NOTHET,Notogrammitis heterophylla,
NOTHOF,2274,Nothofagus species,Nothofagaceae,Nothofagus,,Exotic,Vascular,Unclassified,Tree,2274,NOTHOF,Nothofagus species,Beech (NZ); Southern beech; Tawai; Tawhai; 
NOTHOP,5448,Nothopanax species,Araliaceae,Nothopanax,,Unknown,Vascular,Unclassified,Tree,5448,NOTHOP,Nothopanax species,
NOTMAC,5244,Notodanthonia maculata,Gramineae,Notodanthonia,maculata,Indigenous Endemic,Vascular,Unclassified,Graminoid,3785,RYTMAC,Rytidosperma maculatum,
NOTMEN,2269,Nothofagus menziesii,Nothofagaceae,Nothofagus,menziesii,Indigenous Endemic,Vascular,Avoided,Tree,7490,LOPMEN,Lophozonia menziesii,silver beech; Tawai; Tawhai; 
NOTMXF,2270,Nothofagus menziesii x fusca,Nothofagaceae,Nothofagus,menziesii × N. fusca,Unknown,Vascular,Unclassified,Tree,2270,NOTMXF,Nothofagus menziesii x fusca,
NOTNIG,2277,Notodanthonia nigricans,Gramineae,Notodanthonia,nigricans,Indigenous Endemic,Vascular,Unclassified,Graminoid,2785,RYTNIG,Rytidosperma nigricans,
NOTNOR,7945,Notoparmelia norcrambidiocarpa,Parmeliaceae,Notoparmelia,norcrambidiocarpa,Indigenous Non-Endemic,Non Vascular,Unclassified,Unknown,7945,NOTNOR,Notoparmelia norcrambidiocarpa,
NOTODA,2281,Notodanthonia species,Gramineae,Notodanthonia,,Indigenous Non-Endemic,Vascular,Unclassified,Graminoid,2790,RYTIDO,Rytidosperma species,
NOTOGR,7493,Notogrammitis species,Polypodiaceae,Notogrammitis,,Indigenous Non-Endemic,Vascular,Avoided,Fern,7493,NOTOGR,Notogrammitis species,
NOTOSP,2285,Notospartium species,Leguminosae,Notospartium,,Indigenous Non-Endemic,Vascular,Unclassified,WoodyMixed,521,CARMIC,Carmichaelia species,
NOTPAT,7389,Notogrammitis patagonica,Polypodiaceae,Notogrammitis,patagonica,Indigenous Non-Endemic,Vascular,Avoided,Fern,7389,NOTPAT,Notogrammitis patagonica,
NOTPIL,2278,Notodanthonia pilosa,Gramineae,Notodanthonia,pilosa,Exotic,Vascular,Unclassified,Graminoid,3839,RYTPIL,Rytidosperma pilosum,
NOTPRO,8199,Notoparmelia protosulcata,Parmeliaceae,Notoparmelia,protosulcata,Indigenous Non-Endemic,Non Vascular,Unclassified,Unknown,8199,NOTPRO,Notoparmelia protosulcata,
NOTPSE,7390,Notogrammitis pseudociliata,Polypodiaceae,Notogrammitis,pseudociliata,Indigenous Non-Endemic,Vascular,Avoided,Fern,7390,NOTPSE,Notogrammitis pseudociliata,
NOTRAW,7391,Notogrammitis rawlingsii,Polypodiaceae,Notogrammitis,rawlingsii,Indigenous Endemic,Vascular,Avoided,Fern,7391,NOTRAW,Notogrammitis rawlingsii,
NOTRIG,7392,Notogrammitis rigida,Polypodiaceae,Notogrammitis,rigida,Indigenous Endemic,Vascular,Avoided,Fern,7392,NOTRIG,Notogrammitis rigida,
NOTROS,2288,Notothlaspi rosulatum,Cruciferae,Notothlaspi,rosulatum,Indigenous Endemic,Vascular,Unclassified,Forb,2288,NOTROS,Notothlaspi rosulatum,Penwiper; 
NOTSEM,2279,Notodanthonia semiannularis,Gramineae,Notodanthonia,semiannularis,Absent,Vascular,Unclassified,Graminoid,6233,RYTSEM,Rytidosperma semiannulare,
NOTSET,2280,Notodanthonia setifolia,Gramineae,Notodanthonia,setifolia,Indigenous Endemic,Vascular,Unclassified,Graminoid,2789,RYTSET,Rytidosperma setifolium,
NOTSIG,8200,Notoparmelia signifera,Parmeliaceae,Notoparmelia,signifera,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,8200,NOTSIG,Notoparmelia signifera,
NOTSOL,2271,Nothofagus solandri,Nothofagaceae,Nothofagus,solandri,Indigenous Endemic,Vascular,Unclassified,Tree,7488,FUSSOL,Fuscospora solandri,Black beech (N. solandri var. solandri); Mountain beech (N. solandri var. cliffortioides); Tawai rauriki; 
NOTSUB,8005,Notoparmelia subtestacea,Parmeliaceae,Notoparmelia,subtestacea,Indigenous Endemic,Non Vascular,Unclassified,Unknown,8005,NOTSUB,Notoparmelia subtestacea,
NOTSVS,5504,Nothofagus solandri var. solandri,Nothofagaceae,Nothofagus,solandri,Indigenous Endemic,Vascular,Unclassified,Tree,7488,FUSSOL,Fuscospora solandri,black beech; tawhai rauriki; 
NOTSXT,5287,Nothofagus solandri x truncata,,,,Indigenous Endemic,Vascular,Unclassified,Tree,7866,FUSXAP,Fuscospora ×apiculata,
NOTTEN,8201,Notoparmelia tenuirima,Parmeliaceae,Notoparmelia,tenuirima,Unknown,Non Vascular,Unclassified,NonVascular,8201,NOTTEN,Notoparmelia tenuirima,
NOTTES,8202,Notoparmelia testacea,Parmeliaceae,Notoparmelia,testacea,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,8202,NOTTES,Notoparmelia testacea,
NOTTHO,5253,Notodanthonia thomsonii,Gramineae,Notodanthonia,thomsonii,Indigenous Endemic,Vascular,Unclassified,Graminoid,2791,RYTTHO,Rytidosperma thomsonii,
NOTTOR,2286,Notospartium torulosum,Leguminosae,Notospartium,torulosum,Indigenous Endemic,Vascular,Unclassified,Shrub,6235,CARTOR,Carmichaelia torulosa,
NOTTRU,2275,Nothofagus truncata,Nothofagaceae,Nothofagus,truncata,Indigenous Endemic,Vascular,Unclassified,Tree,7489,FUSTRU,Fuscospora truncata,hard beech; Hutu; Hututawai; Tawhai raunui; 
NOTUNA,2282,Notodanthonia unarede,Gramineae,Notodanthonia,unarede,Indigenous Endemic,Vascular,Unclassified,Graminoid,2792,RYTUNA,Rytidosperma unarede,
NYMPHA,2289,Nymphaea species,Nymphaeaceae,Nymphaea,,Exotic,Vascular,Unclassified,Forb,2289,NYMPHA,Nymphaea species,water lily; 
OCHBLA,7693,Ochiobryum blandum,Mniaceae,Ochiobryum,blandum,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,7693,OCHBLA,Ochiobryum blandum,
OCHPAL,4640,Ochrolechia pallescens,Pertusariaceae,Ochrolechia,pallescens,Indigenous Non-Endemic,Non vascular,Unclassified,NonVascular,4640,OCHPAL,Ochrolechia pallescens,
OCHPAR,5781,Ochrolechia parella,Pertusariaceae,Ochrolechia,parella,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,5781,OCHPAR,Ochrolechia parella,
OCHROL,3453,Ochrolechia species,Pertusariaceae,Ochrolechia,,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,3453,OCHROL,Ochrolechia species,
OCHSER,7926,Ochna serrulata,Ochnaceae,Ochna,serrulata,Exotic,Vascular,Unclassified,Unknown,7926,OCHSER,Ochna serrulata,Bird's-eye bush; Mickey mouse plant; Ochna; Small-leaved plane; 
OENANT,2291,Oenanthe species,Umbelliferae,Oenanthe,,Exotic,Vascular,Unclassified,Forb,2291,OENANT,Oenanthe species,
OENAQU,5300,Oenanthe aquatica,Umbelliferae,Oenanthe,aquatica,Exotic,Vascular,Unclassified,Forb,5300,OENAQU,Oenanthe aquatica,Horsebane; 
OENOTH,7211,Oenothera species,Onagraceae,Oenothera,,Exotic,Vascular,Unclassified,Forb,7211,OENOTH,Oenothera species,Evening primrose; Suncups; Sundrops; 
OENPIM,2290,Oenanthe pimpinelloides,Umbelliferae,Oenanthe,pimpinelloides,Exotic,Vascular,Unclassified,Forb,2290,OENPIM,Oenanthe pimpinelloides,Parsley dropwort; 
OENSTR,5293,Oenothera stricta,Onagraceae,Oenothera,stricta,Exotic,Vascular,Unclassified,Forb,5293,OENSTR,Oenothera stricta,Common evening primrose; Sand primrose; 
OLEALB,2295,Olearia albida,Compositae,Olearia,albida,Indigenous Endemic,Vascular,Unclassified,Shrub,2295,OLEALB,Olearia albida,Tanguru; 
OLEALL,7887,Olearia allomii,Compositae,Olearia,allomii,Indigenous Endemic,Vascular,Unclassified,Unknown,7887,OLEALL,Olearia allomii,
OLEANG,2296,Olearia angustifolia,Compositae,Olearia,angustifolia,Indigenous Endemic,Vascular,Unclassified,Tree,2296,OLEANG,Olearia angustifolia,muttonbird scrub; Tētēaweka; 
OLEANL,8192,Olearia angulata,Compositae,Olearia,angulata,Indigenous Endemic,Vascular,Unclassified,Shrub,8192,OLEANL,Olearia angulata,
OLEARB,2297,Olearia arborescens,Compositae,Olearia,arborescens,Indigenous Endemic,Vascular,Unclassified,Shrub,2297,OLEARB,Olearia arborescens,Common tree daisy; Forest tree daisy; Glossy tree daisy; 
OLEARI,2323,Olearia species,Compositae,Olearia,,Indigenous Non-Endemic,Vascular,Unclassified,WoodyMixed,2323,OLEARI,Olearia species,Akeake; Heketara; Taraheke; Tātaraheke; Tree aster; Tree daisy; Tūpare; 
OLEAVA,7429,Olearia albida var. albida,Compositae,Olearia,albida,Indigenous Endemic,Vascular,Unclassified,Shrub,2295,OLEALB,Olearia albida,
OLEAVI,2298,Olearia avicenniifolia,Compositae,Olearia,avicenniifolia,Indigenous Endemic,Vascular,Unclassified,Tree,2298,OLEAVI,Olearia avicenniifolia,Akeake; mountain akeake; 
OLEAVN,7430,Olearia albida var. angulata,Compositae,Olearia,albida,Indigenous Endemic,Vascular,Unclassified,Shrub,8192,OLEANL,Olearia angulata,
OLEAXM,3545,Olearia avicenniifolia x moschata,,,,Indigenous Endemic,Vascular,Unclassified,WoodyMixed,3545,OLEAXM,Olearia avicenniifolia x moschata,
OLEBUL,3262,Olearia bullata,Compositae,Olearia,bullata,Indigenous Endemic,Vascular,Unclassified,Shrub,3262,OLEBUL,Olearia bullata,
OLECHA,3340,Olearia chathamica,Compositae,Olearia,chathamica,Indigenous Endemic,Vascular,Unclassified,Shrub,3340,OLECHA,Olearia chathamica,Chatham Island akeake; Chatham Island tree daisy; Keketerehe; Kereterehe; 
OLECHE,2299,Olearia cheesemanii,Compositae,Olearia,cheesemanii,Indigenous Endemic,Vascular,Unclassified,Shrub,2299,OLECHE,Olearia cheesemanii,Streamside tree daisy; 
OLECOL,2300,Olearia colensoi,Compositae,Olearia,colensoi,Indigenous Endemic,Vascular,Unclassified,Tree,2300,OLECOL,Olearia colensoi,Kūmarahou; Kūmararaunui; Leatherwood; Tūpare; 
OLECOR,2301,Olearia coriacea,Compositae,Olearia,coriacea,Indigenous Endemic,Vascular,Unclassified,Shrub,2301,OLECOR,Olearia coriacea,
OLECRO,2302,Olearia crosby-smithiana,Compositae,Olearia,crosby-smithiana,Indigenous Endemic,Vascular,Unclassified,Shrub,2302,OLECRO,Olearia crosby-smithiana,
OLECUN,2292,Olea cunninghamii,Oleaceae,Olea,cunninghamii,Indigenous Endemic,Vascular,Avoided,Tree,2261,NESCUN,Nestegis cunninghamii,
OLECVG,3380,Olearia colensoi var. grandis,Compositae,Olearia,colensoi,Indigenous Endemic,Vascular,Unclassified,Tree,7241,OLELYA,Olearia lyallii,
OLECXP,2303,Olearia cymbifolia x paniculata,Compositae,Olearia,cymbifolia × paniculata,Unknown,Vascular,Unclassified,WoodyMixed,2303,OLECXP,Olearia cymbifolia x paniculata,
OLECYM,5370,Olearia cymbifolia,Compositae,Olearia,cymbifolia,Indigenous Endemic,Vascular,Unclassified,Shrub,5370,OLECYM,Olearia cymbifolia,
OLEDIV,7891,Olearia divaricata,Compositae,Olearia,divaricata,Indigenous Endemic,Vascular,Unclassified,Shrub,2327,OLELAX,Olearia laxiflora,
OLEFAS,7844,Olearia fasciculifolia,Compositae,Olearia,fasciculifolia,Indigenous Endemic,Vascular,Unclassified,Shrub,2322,OLESOL,Olearia solandri,
OLEFIM,7857,Olearia fimbriata,Compositae,Olearia,fimbriata,Indigenous Endemic,Vascular,Unclassified,Unknown,7857,OLEFIM,Olearia fimbriata,
OLEFRA,2304,Olearia fragrantissima,Compositae,Olearia,fragrantissima,Indigenous Endemic,Vascular,Unclassified,Tree,2304,OLEFRA,Olearia fragrantissima,Fragrant tree daisy; 
OLEFUR,2305,Olearia furfuracea,Compositae,Olearia,furfuracea,Indigenous Endemic,Vascular,Unclassified,Tree,2305,OLEFUR,Olearia furfuracea,Akepiro; Kūmara-kai-torouka; Tanguru; Wharangi-piro; 
OLEHAA,3547,Olearia tagname haastii,,,,Unknown,Vascular,Unclassified,WoodyMixed,3547,OLEHAA,Olearia tagname haastii,
OLEHEC,2306,Olearia hectorii,Compositae,Olearia,hectorii,Indigenous Endemic,Vascular,Unclassified,Tree,2306,OLEHEC,Olearia hectorii,Deciduous tree daisy; 
OLEILI,2307,Olearia ilicifolia,Compositae,Olearia,ilicifolia,Indigenous Endemic,Vascular,Avoided,Tree,2307,OLEILI,Olearia ilicifolia,Hakeke; Hākēkeke; Kōtaratara; mountain holly; 
OLEIVM,8240,Olearia ilicifolia var. xmollis,Compositae,Olearia,ilicifolia,Indigenous Endemic,Vascular,Avoided,Tree,8240,OLEIVM,Olearia ilicifolia var. xmollis,
OLEIXA,2308,Olearia ilicifolia x arborescens,Compositae,Olearia,ilicifolia × arborescens,Indigenous Endemic,Vascular,Unclassified,Mixed,7740,OLEXMA,Olearia ×macrodonta,
OLEIXL,2309,Olearia ilicifolia x lacunosa,Compositae,Olearia,ilicifolia Hook.f. × Olearia lacunosa Hook.f.,Indigenous Endemic,Vascular,Unclassified,Mixed,8240,OLEIVM,Olearia ilicifolia var. xmollis,
OLELAC,2310,Olearia lacunosa,Compositae,Olearia,lacunosa,Indigenous Endemic,Vascular,Unclassified,Shrub,2310,OLELAC,Olearia lacunosa,Lancewood tree daisy; 
OLELAN,2293,Olea lanceolata,Oleaceae,Olea,lanceolata,Indigenous Endemic,Vascular,Avoided,Tree,2262,NESLAN,Nestegis lanceolata,
OLELAX,2327,Olearia laxiflora,Compositae,Olearia,laxiflora,Indigenous Endemic,Vascular,Unclassified,Shrub,2327,OLELAX,Olearia laxiflora,
OLELIN,6387,Olearia lineata,Compositae,Olearia,lineata,Indigenous Endemic,Vascular,Unclassified,Tree,6387,OLELIN,Olearia lineata,
OLELYA,7241,Olearia lyallii,Compositae,Olearia,lyallii,Indigenous Endemic,Vascular,Unclassified,Tree,7241,OLELYA,Olearia lyallii,Subantarctic tree daisy; Tūpare; 
OLEMON,2294,Olea montana,Oleaceae,Olea,montana,Indigenous Endemic,Vascular,Unclassified,Tree,2263,NESMON,Nestegis montana,
OLEMOS,2312,Olearia moschata,Compositae,Olearia,moschata,Indigenous Endemic,Vascular,Unclassified,Shrub,2312,OLEMOS,Olearia moschata,Musky tree daisy; 
OLENUM,2313,Olearia nummulariifolia,Compositae,Olearia,nummulariifolia,Indigenous Endemic,Vascular,Unclassified,Shrub,2313,OLENUM,Olearia nummulariifolia,
OLENVC,5369,Olearia nummulariifolia var. cymbifolia,Compositae,Olearia,nummulariifolia,Indigenous Endemic,Vascular,Unclassified,Shrub,5370,OLECYM,Olearia cymbifolia,
OLEODO,2315,Olearia odorata,Compositae,Olearia,odorata,Indigenous Endemic,Vascular,Unclassified,Shrub,2315,OLEODO,Olearia odorata,Scented tree daisy; 
